timestamp,device_id,temperature_c,current_amps,vibration_magnitude_mss
2025-09-30 06:20:00,motor_teste_C,33.35,4.39,11.86
2025-09-30 06:30:00,motor_teste_C,32.67,3.11,11.87
2025-09-30 06:40:00,motor_teste_C,34.88,4.26,11.8
2025-09-30 06:50:00,motor_teste_C,35.18,3.28,12.0
2025-09-30 07:00:00,motor_teste_C,36.82,3.89,11.88
2025-09-30 07:10:00,motor_teste_C,38.01,3.73,12.09
2025-09-30 07:20:00,motor_teste_C,34.6,2.76,11.9
2025-09-30 07:30:00,motor_teste_C,35.49,3.74,11.81
2025-09-30 07:40:00,motor_teste_C,34.63,3.98,12.03
2025-09-30 07:50:00,motor_teste_C,39.73,4.85,11.97
2025-09-30 08:00:00,motor_teste_C,37.38,3.48,12.11
2025-09-30 08:10:00,motor_teste_C,34.25,3.16,12.29
2025-09-30 08:20:00,motor_teste_C,40.3,3.93,12.13
2025-09-30 08:30:00,motor_teste_C,39.38,3.82,12.1
2025-09-30 08:40:00,motor_teste_C,37.89,5.08,12.27
2025-09-30 08:50:00,motor_teste_C,33.65,3.63,12.3
2025-09-30 09:00:00,motor_teste_C,40.06,4.44,12.33
2025-09-30 09:10:00,motor_teste_C,37.21,4.06,12.14
2025-09-30 09:20:00,motor_teste_C,37.39,4.17,12.56
2025-09-30 09:30:00,motor_teste_C,36.65,3.51,12.31
2025-09-30 09:40:00,motor_teste_C,36.82,3.4,12.45
2025-09-30 09:50:00,motor_teste_C,37.66,3.46,12.48
2025-09-30 10:00:00,motor_teste_C,39.04,4.84,12.61
2025-09-30 10:10:00,motor_teste_C,36.26,4.12,12.82
2025-09-30 10:20:00,motor_teste_C,32.78,3.75,12.83
2025-09-30 10:30:00,motor_teste_C,40.11,4.32,12.63
2025-09-30 10:40:00,motor_teste_C,40.35,4.06,12.76
2025-09-30 10:50:00,motor_teste_C,40.59,4.87,12.43
2025-09-30 11:00:00,motor_teste_C,37.23,3.73,12.76
2025-09-30 11:10:00,motor_teste_C,33.78,4.07,12.76
2025-09-30 11:20:00,motor_teste_C,36.85,4.63,12.84
2025-09-30 11:30:00,motor_teste_C,34.23,4.26,13.03
2025-09-30 11:40:00,motor_teste_C,37.85,4.19,12.87
2025-09-30 11:50:00,motor_teste_C,37.12,3.98,12.94
2025-09-30 12:00:00,motor_teste_C,37.03,3.92,13.33
2025-09-30 12:10:00,motor_teste_C,41.62,3.95,13.19
2025-09-30 12:20:00,motor_teste_C,39.59,3.72,12.96
2025-09-30 12:30:00,motor_teste_C,38.74,5.21,13.26
2025-09-30 12:40:00,motor_teste_C,37.85,3.08,13.03
2025-09-30 12:50:00,motor_teste_C,41.39,5.87,13.3
2025-09-30 13:00:00,motor_teste_C,33.79,3.75,13.43
2025-09-30 13:10:00,motor_teste_C,39.37,5.65,13.18
2025-09-30 13:20:00,motor_teste_C,40.77,3.93,13.2
2025-09-30 13:30:00,motor_teste_C,39.71,2.83,13.56
2025-09-30 13:40:00,motor_teste_C,40.97,3.8,13.45
2025-09-30 13:50:00,motor_teste_C,40.95,4.5,13.77
2025-09-30 14:00:00,motor_teste_C,40.64,4.66,13.75
2025-09-30 14:10:00,motor_teste_C,41.78,5.34,13.66
2025-09-30 14:20:00,motor_teste_C,40.0,5.22,13.65
2025-09-30 14:30:00,motor_teste_C,40.84,4.56,13.64
2025-09-30 14:40:00,motor_teste_C,40.43,3.78,13.89
2025-09-30 14:50:00,motor_teste_C,40.2,4.02,13.73
2025-09-30 15:00:00,motor_teste_C,39.18,4.72,14.12
2025-09-30 15:10:00,motor_teste_C,38.2,4.78,14.19
2025-09-30 15:20:00,motor_teste_C,36.67,4.24,14.49
2025-09-30 15:30:00,motor_teste_C,41.38,4.79,13.86
2025-09-30 15:40:00,motor_teste_C,33.17,4.57,14.26
2025-09-30 15:50:00,motor_teste_C,37.25,4.85,14.1
2025-09-30 16:00:00,motor_teste_C,35.66,4.68,14.2
2025-09-30 16:10:00,motor_teste_C,37.08,5.02,14.38
2025-09-30 16:20:00,motor_teste_C,34.66,4.91,14.3
2025-09-30 16:30:00,motor_teste_C,40.32,4.63,14.35
2025-09-30 16:40:00,motor_teste_C,39.49,4.54,14.29
2025-09-30 16:50:00,motor_teste_C,43.28,3.88,14.6
2025-09-30 17:00:00,motor_teste_C,41.99,5.29,14.56
2025-09-30 17:10:00,motor_teste_C,40.91,3.91,14.88
2025-09-30 17:20:00,motor_teste_C,43.56,5.08,14.75
2025-09-30 17:30:00,motor_teste_C,36.93,4.51,15.0
2025-09-30 17:40:00,motor_teste_C,36.22,5.55,15.02
2025-09-30 17:50:00,motor_teste_C,41.09,5.75,15.11
2025-09-30 18:00:00,motor_teste_C,37.24,4.7,14.93
2025-09-30 18:10:00,motor_teste_C,38.53,4.46,15.13
2025-09-30 18:20:00,motor_teste_C,38.01,5.44,15.22
2025-09-30 18:30:00,motor_teste_C,40.69,5.21,15.52
2025-09-30 18:40:00,motor_teste_C,40.53,4.27,15.06
2025-09-30 18:50:00,motor_teste_C,40.7,5.19,15.26
2025-09-30 19:00:00,motor_teste_C,39.79,3.66,15.39
2025-09-30 19:10:00,motor_teste_C,39.33,6.15,15.59
