timestamp,device_id,temperature_c,current_amps,vibration_magnitude_mss,days_to_failure,failure_mode
2024-01-03 05:40:00,motor_A,38.13,4.41,9.97,0.53,desgaste_rolamento
2024-01-03 05:50:00,motor_A,44.38,5.21,10.01,0.53,desgaste_rolamento
2024-01-03 06:00:00,motor_A,37.62,4.66,10.06,0.52,desgaste_rolamento
2024-01-03 06:10:00,motor_A,38.77,4.75,10.05,0.51,desgaste_rolamento
2024-01-03 06:20:00,motor_A,42.81,5.28,10.02,0.51,desgaste_rolamento
2024-01-03 06:30:00,motor_A,42.39,4.9,10.01,0.5,desgaste_rolamento
2024-01-03 06:40:00,motor_A,41.21,4.18,10.12,0.49,desgaste_rolamento
2024-01-03 06:50:00,motor_A,39.83,4.37,10.08,0.49,desgaste_rolamento
2024-01-03 07:00:00,motor_A,39.1,3.86,9.8,0.48,desgaste_rolamento
2024-01-03 07:10:00,motor_A,39.75,4.88,9.97,0.47,desgaste_rolamento
2024-01-03 07:20:00,motor_A,41.24,5.39,10.01,0.47,desgaste_rolamento
2024-01-03 07:30:00,motor_A,36.59,3.98,9.99,0.46,desgaste_rolamento
2024-01-03 07:40:00,motor_A,41.03,4.39,10.09,0.45,desgaste_rolamento
2024-01-03 07:50:00,motor_A,37.48,4.82,9.99,0.44,desgaste_rolamento
2024-01-03 08:00:00,motor_A,37.0,2.97,9.96,0.44,desgaste_rolamento
2024-01-03 08:10:00,motor_A,37.68,5.08,9.93,0.43,desgaste_rolamento
2024-01-03 08:20:00,motor_A,39.22,4.24,10.06,0.42,desgaste_rolamento
2024-01-03 08:30:00,motor_A,39.42,4.65,9.96,0.42,desgaste_rolamento
2024-01-03 08:40:00,motor_A,38.04,3.6,9.97,0.41,desgaste_rolamento
2024-01-03 08:50:00,motor_A,37.5,4.1,9.94,0.4,desgaste_rolamento
2024-01-03 09:00:00,motor_A,39.98,3.52,10.01,0.4,desgaste_rolamento
2024-01-03 09:10:00,motor_A,37.62,3.59,9.85,0.39,desgaste_rolamento
2024-01-03 09:20:00,motor_A,37.6,2.75,9.97,0.38,desgaste_rolamento
2024-01-03 09:30:00,motor_A,37.22,3.74,9.9,0.38,desgaste_rolamento
2024-01-03 09:40:00,motor_A,36.41,4.82,10.07,0.37,desgaste_rolamento
2024-01-03 09:50:00,motor_A,36.47,4.09,9.94,0.36,desgaste_rolamento
2024-01-03 10:00:00,motor_A,36.47,4.46,10.09,0.35,desgaste_rolamento
2024-01-03 10:10:00,motor_A,37.34,3.96,9.95,0.35,desgaste_rolamento
2024-01-03 10:20:00,motor_A,37.43,2.84,9.78,0.34,desgaste_rolamento
2024-01-03 10:30:00,motor_A,40.14,3.86,9.94,0.33,desgaste_rolamento
2024-01-03 10:40:00,motor_A,39.05,3.16,9.94,0.33,desgaste_rolamento
2024-01-03 10:50:00,motor_A,36.71,3.81,9.95,0.32,desgaste_rolamento
2024-01-03 11:00:00,motor_A,36.53,4.11,9.85,0.31,desgaste_rolamento
2024-01-03 11:10:00,motor_A,35.02,3.36,9.94,0.31,desgaste_rolamento
2024-01-03 11:20:00,motor_A,38.71,4.19,9.83,0.3,desgaste_rolamento
2024-01-03 11:30:00,motor_A,34.63,3.1,10.07,0.29,desgaste_rolamento
2024-01-03 11:40:00,motor_A,38.09,3.61,10.05,0.28,desgaste_rolamento
2024-01-03 11:50:00,motor_A,35.75,2.93,9.92,0.28,desgaste_rolamento
2024-01-03 12:00:00,motor_A,36.35,2.89,9.96,0.27,desgaste_rolamento
2024-01-03 12:10:00,motor_A,38.28,2.89,9.91,0.26,desgaste_rolamento
2024-01-03 12:20:00,motor_A,35.7,3.54,9.97,0.26,desgaste_rolamento
2024-01-03 12:30:00,motor_A,37.3,2.68,9.99,0.25,desgaste_rolamento
2024-01-03 12:40:00,motor_A,35.64,3.44,10.03,0.24,desgaste_rolamento
2024-01-03 12:50:00,motor_A,33.76,2.62,9.88,0.24,desgaste_rolamento
2024-01-03 13:00:00,motor_A,36.43,2.74,9.91,0.23,desgaste_rolamento
2024-01-03 13:10:00,motor_A,35.55,3.03,9.91,0.22,desgaste_rolamento
2024-01-03 13:20:00,motor_A,34.83,2.82,9.84,0.22,desgaste_rolamento
2024-01-03 13:30:00,motor_A,32.35,3.25,9.93,0.21,desgaste_rolamento
2024-01-03 13:40:00,motor_A,35.34,3.24,9.92,0.2,desgaste_rolamento
2024-01-03 13:50:00,motor_A,36.12,2.8,9.84,0.19,desgaste_rolamento
2024-01-03 14:00:00,motor_A,37.17,2.51,9.97,0.19,desgaste_rolamento
2024-01-03 14:10:00,motor_A,35.16,3.23,9.9,0.18,desgaste_rolamento
2024-01-03 14:20:00,motor_A,39.71,3.22,9.87,0.17,desgaste_rolamento
2024-01-03 14:30:00,motor_A,32.78,2.56,9.85,0.17,desgaste_rolamento
2024-01-03 14:40:00,motor_A,34.74,2.37,9.95,0.16,desgaste_rolamento
2024-01-03 14:50:00,motor_A,33.51,3.81,9.91,0.15,desgaste_rolamento
2024-01-03 15:00:00,motor_A,38.78,2.97,9.87,0.15,desgaste_rolamento
2024-01-03 15:10:00,motor_A,31.8,2.29,9.87,0.14,desgaste_rolamento
2024-01-03 15:20:00,motor_A,32.99,3.21,9.8,0.13,desgaste_rolamento
2024-01-03 15:30:00,motor_A,32.58,2.03,9.79,0.12,desgaste_rolamento
2024-01-03 15:40:00,motor_A,27.66,1.76,9.87,0.12,desgaste_rolamento
2024-01-03 15:50:00,motor_A,32.01,4.02,9.89,0.11,desgaste_rolamento
2024-01-03 16:00:00,motor_A,32.56,3.2,9.86,0.1,desgaste_rolamento
2024-01-03 16:10:00,motor_A,33.84,2.61,9.75,0.1,desgaste_rolamento
2024-01-03 16:20:00,motor_A,34.37,1.88,9.91,0.09,desgaste_rolamento
2024-01-03 16:30:00,motor_A,36.33,1.98,9.79,0.08,desgaste_rolamento
2024-01-03 16:40:00,motor_A,33.75,2.38,9.75,0.08,desgaste_rolamento
2024-01-03 16:50:00,motor_A,31.1,0.82,9.78,0.07,desgaste_rolamento
2024-01-03 17:00:00,motor_A,29.92,2.24,9.83,0.06,desgaste_rolamento
2024-01-03 17:10:00,motor_A,31.19,2.06,9.86,0.06,desgaste_rolamento
2024-01-03 17:20:00,motor_A,29.73,1.97,9.89,0.05,desgaste_rolamento
2024-01-03 17:30:00,motor_A,35.6,1.29,9.83,0.04,desgaste_rolamento
2024-01-03 17:40:00,motor_A,35.15,1.5,9.75,0.03,desgaste_rolamento
2024-01-03 17:50:00,motor_A,31.19,1.01,9.86,0.03,desgaste_rolamento
2024-01-03 18:00:00,motor_A,27.95,1.61,9.83,0.02,desgaste_rolamento
2024-01-03 18:10:00,motor_A,33.55,1.96,9.83,0.01,desgaste_rolamento
2024-01-03 18:20:00,motor_A,31.62,1.48,9.8,0.01,desgaste_rolamento
2024-01-03 18:30:00,motor_A,33.28,1.56,9.72,0.0,desgaste_rolamento
2024-01-03 18:40:00,motor_B,28.22,1.56,9.81,0.0,normal
2024-01-03 18:50:00,motor_B,27.8,1.46,9.79,0.0,normal
2024-01-03 19:00:00,motor_B,28.57,1.5,9.78,0.0,normal
2024-01-03 19:10:00,motor_B,31.32,1.67,9.89,0.0,normal
2024-01-03 19:20:00,motor_B,29.21,1.47,9.86,0.0,normal
2024-01-03 19:30:00,motor_B,32.03,1.44,9.81,0.0,normal
2024-01-03 19:40:00,motor_B,31.07,1.54,9.68,0.0,normal
2024-01-03 19:50:00,motor_B,27.06,1.67,9.78,0.0,normal
2024-01-03 20:00:00,motor_B,32.31,1.58,9.94,0.0,normal
2024-01-03 20:10:00,motor_B,32.62,1.55,9.79,0.0,normal
2024-01-03 20:20:00,motor_B,29.01,1.6,9.86,0.0,normal
2024-01-03 20:30:00,motor_B,31.84,1.43,9.87,0.0,normal
2024-01-03 20:40:00,motor_B,29.29,1.65,9.81,0.0,normal
2024-01-03 20:50:00,motor_B,31.2,1.64,9.76,0.0,normal
2024-01-03 21:00:00,motor_B,28.47,1.56,9.68,0.0,normal
2024-01-03 21:10:00,motor_B,27.41,1.7,9.83,0.0,normal
2024-01-03 21:20:00,motor_B,30.23,1.49,9.76,0.0,normal
2024-01-03 21:30:00,motor_B,30.75,1.71,9.81,0.0,normal
2024-01-03 21:40:00,motor_B,30.2,1.62,9.74,0.0,normal
2024-01-03 21:50:00,motor_B,28.63,1.57,9.79,0.0,normal
2024-01-03 22:00:00,motor_B,30.2,1.6,9.8,0.0,normal
2024-01-03 22:10:00,motor_B,31.54,1.59,9.81,0.0,normal
2024-01-03 22:20:00,motor_B,30.91,1.72,9.74,0.0,normal
2024-01-03 22:30:00,motor_B,31.37,1.49,9.86,0.0,normal
2024-01-03 22:40:00,motor_B,29.66,1.52,9.77,0.0,normal
2024-01-03 22:50:00,motor_B,33.34,1.7,9.72,0.0,normal
2024-01-03 23:00:00,motor_B,28.65,1.54,9.79,0.0,normal
2024-01-03 23:10:00,motor_B,31.98,1.69,9.8,0.0,normal
2024-01-03 23:20:00,motor_B,33.36,1.77,9.81,0.0,normal
2024-01-03 23:30:00,motor_B,31.96,1.56,9.87,0.0,normal
2024-01-03 23:40:00,motor_B,30.59,1.67,9.79,0.0,normal
2024-01-03 23:50:00,motor_B,29.94,1.48,9.79,0.0,normal
2024-01-04 00:00:00,motor_B,33.07,1.68,9.74,0.0,normal
2024-01-04 00:10:00,motor_B,28.15,1.62,9.84,0.0,normal
2024-01-04 00:20:00,motor_B,29.06,1.65,9.81,0.0,normal
2024-01-04 00:30:00,motor_B,30.2,1.54,9.78,0.0,normal
2024-01-04 00:40:00,motor_B,33.48,1.43,9.7,0.0,normal
2024-01-04 00:50:00,motor_B,31.76,1.65,9.87,0.0,normal
2024-01-04 01:00:00,motor_B,29.06,1.39,9.74,0.0,normal
2024-01-04 01:10:00,motor_B,30.38,1.57,9.77,0.0,normal
2024-01-04 01:20:00,motor_B,29.77,1.69,9.82,0.0,normal
2024-01-04 01:30:00,motor_B,29.58,1.62,9.74,0.0,normal
2024-01-04 01:40:00,motor_B,32.96,1.79,9.73,0.0,normal
2024-01-04 01:50:00,motor_B,28.26,1.7,9.69,0.0,normal
2024-01-04 02:00:00,motor_B,34.22,1.53,9.84,0.0,normal
2024-01-04 02:10:00,motor_B,32.66,1.6,9.77,0.0,normal
2024-01-04 02:20:00,motor_B,33.18,1.6,9.95,0.0,normal
2024-01-04 02:30:00,motor_B,30.07,1.44,9.75,0.0,normal
2024-01-04 02:40:00,motor_B,30.7,1.51,9.75,0.0,normal
2024-01-04 02:50:00,motor_B,28.13,1.54,9.77,0.0,normal
2024-01-04 03:00:00,motor_B,29.95,1.4,9.81,0.0,normal
2024-01-04 03:10:00,motor_B,31.99,1.6,9.78,0.0,normal
2024-01-04 03:20:00,motor_B,33.59,1.58,9.83,0.0,normal
2024-01-04 03:30:00,motor_B,28.79,1.43,9.75,0.0,normal
2024-01-04 03:40:00,motor_B,30.27,1.64,9.73,0.0,normal
2024-01-04 03:50:00,motor_B,30.7,1.67,9.71,0.0,normal
2024-01-04 04:00:00,motor_B,28.21,1.62,9.69,0.0,normal
2024-01-04 04:10:00,motor_B,32.18,1.57,9.77,0.0,normal
2024-01-04 04:20:00,motor_B,29.55,1.66,9.79,0.0,normal
2024-01-04 04:30:00,motor_B,30.61,1.67,9.77,0.0,normal
2024-01-04 04:40:00,motor_B,30.1,1.63,9.86,0.0,normal
2024-01-04 04:50:00,motor_B,29.42,1.52,9.86,0.0,normal
2024-01-04 05:00:00,motor_B,30.99,1.63,9.78,0.0,normal
2024-01-04 05:10:00,motor_B,30.57,1.72,9.71,0.0,normal
2024-01-04 05:20:00,motor_B,30.26,1.54,9.77,0.0,normal
2024-01-04 05:30:00,motor_B,29.54,1.81,9.77,0.0,normal
2024-01-04 05:40:00,motor_B,31.64,1.55,9.77,0.0,normal
2024-01-04 05:50:00,motor_B,34.31,1.6,9.77,0.0,normal
2024-01-04 06:00:00,motor_B,31.28,1.53,9.77,0.0,normal
2024-01-04 06:10:00,motor_B,32.99,1.62,9.78,0.0,normal
2024-01-04 06:20:00,motor_B,28.22,1.43,9.77,0.0,normal
2024-01-04 06:30:00,motor_B,31.32,1.55,9.81,0.0,normal
2024-01-04 06:40:00,motor_B,28.81,1.49,9.82,0.0,normal
2024-01-04 06:50:00,motor_B,28.05,1.61,9.75,0.0,normal
2024-01-04 07:00:00,motor_B,29.52,1.7,9.86,0.0,normal
2024-01-04 07:10:00,motor_B,33.38,1.66,9.75,0.0,normal
2024-01-04 07:20:00,motor_B,32.9,1.36,9.72,0.0,normal
2024-01-04 07:30:00,motor_B,31.49,1.8,9.82,0.0,normal
2024-01-04 07:40:00,motor_B,27.93,1.63,9.76,0.0,normal
2024-01-04 07:50:00,motor_B,30.61,1.52,9.82,0.0,normal
2024-01-04 08:00:00,motor_B,31.6,1.62,9.68,0.0,normal
2024-01-04 08:10:00,motor_B,31.35,1.62,9.87,0.0,normal
2024-01-04 08:20:00,motor_B,27.31,1.53,9.83,0.0,normal
2024-01-04 08:30:00,motor_B,29.22,1.62,9.73,0.0,normal
2024-01-04 08:40:00,motor_B,30.87,1.54,9.73,0.0,normal
2024-01-04 08:50:00,motor_B,32.07,1.56,9.88,0.0,normal
2024-01-04 09:00:00,motor_B,26.61,1.53,9.76,0.0,normal
2024-01-04 09:10:00,motor_B,30.68,1.46,9.76,0.0,normal
2024-01-04 09:20:00,motor_B,31.29,1.61,9.69,0.0,normal
2024-01-04 09:30:00,motor_B,32.7,1.66,9.78,0.0,normal
2024-01-04 09:40:00,motor_B,32.39,1.65,9.79,0.0,normal
2024-01-04 09:50:00,motor_B,32.17,1.68,9.84,0.0,normal
2024-01-04 10:00:00,motor_B,29.4,1.63,9.73,0.0,normal
2024-01-04 10:10:00,motor_B,27.18,1.55,9.72,0.0,normal
2024-01-04 10:20:00,motor_B,30.21,1.68,9.82,0.0,normal
2024-01-04 10:30:00,motor_B,33.0,1.46,9.85,0.0,normal
2024-01-04 10:40:00,motor_B,33.79,1.51,9.72,0.0,normal
2024-01-04 10:50:00,motor_B,32.42,1.5,9.85,0.0,normal
2024-01-04 11:00:00,motor_B,31.86,1.71,9.8,0.0,normal
2024-01-04 11:10:00,motor_B,31.76,1.69,9.85,0.0,normal
2024-01-04 11:20:00,motor_B,29.89,1.65,9.8,0.0,normal
2024-01-04 11:30:00,motor_B,30.74,1.71,9.67,0.0,normal
2024-01-04 11:40:00,motor_B,34.34,1.51,9.79,0.0,normal
2024-01-04 11:50:00,motor_B,29.11,1.63,9.85,0.0,normal
2024-01-04 12:00:00,motor_B,34.23,1.59,9.76,0.0,normal
2024-01-04 12:10:00,motor_B,30.36,1.68,9.78,0.0,normal
2024-01-04 12:20:00,motor_B,33.65,1.59,9.79,0.0,normal
2024-01-04 12:30:00,motor_B,28.19,1.56,9.66,0.0,normal
2024-01-04 12:40:00,motor_B,32.17,1.65,9.88,0.0,normal
2024-01-04 12:50:00,motor_B,29.53,1.69,9.76,0.0,normal
2024-01-04 13:00:00,motor_B,28.17,1.53,9.83,0.0,normal
2024-01-04 13:10:00,motor_B,31.44,1.59,9.8,0.0,normal
2024-01-04 13:20:00,motor_B,33.02,1.49,9.86,0.0,normal
2024-01-04 13:30:00,motor_B,29.31,1.35,9.82,0.0,normal
2024-01-04 13:40:00,motor_B,28.0,1.62,9.79,0.0,normal
2024-01-04 13:50:00,motor_B,30.82,1.66,9.76,0.0,normal
2024-01-04 14:00:00,motor_B,30.83,1.63,9.84,0.0,normal
2024-01-04 14:10:00,motor_B,32.1,1.41,9.71,0.0,normal
2024-01-04 14:20:00,motor_B,32.9,1.56,9.83,0.0,normal
2024-01-04 14:30:00,motor_B,30.88,1.38,9.75,0.0,normal
2024-01-04 14:40:00,motor_B,34.71,1.74,9.86,0.0,normal
2024-01-04 14:50:00,motor_B,31.45,1.49,9.81,0.0,normal
2024-01-04 15:00:00,motor_B,30.31,1.73,9.83,0.0,normal
2024-01-04 15:10:00,motor_B,27.78,1.69,9.8,0.0,normal
2024-01-04 15:20:00,motor_B,30.47,1.51,9.71,0.0,normal
2024-01-04 15:30:00,motor_B,30.33,1.49,9.76,0.0,normal
2024-01-04 15:40:00,motor_B,32.92,1.64,9.83,0.0,normal
2024-01-04 15:50:00,motor_B,31.92,1.52,9.81,0.0,normal
2024-01-04 16:00:00,motor_B,28.64,1.61,9.86,0.0,normal
2024-01-04 16:10:00,motor_B,31.34,1.55,9.82,0.0,normal
2024-01-04 16:20:00,motor_B,32.34,1.42,9.75,0.0,normal
2024-01-04 16:30:00,motor_B,34.06,1.38,9.76,0.0,normal
2024-01-04 16:40:00,motor_B,32.78,1.62,9.81,0.0,normal
2024-01-04 16:50:00,motor_B,32.52,1.54,9.68,0.0,normal
2024-01-04 17:00:00,motor_B,31.12,1.54,9.88,0.0,normal
2024-01-04 17:10:00,motor_B,31.78,1.67,9.82,0.0,normal
2024-01-04 17:20:00,motor_B,33.5,1.72,9.86,0.0,normal
2024-01-04 17:30:00,motor_B,28.33,1.57,9.72,0.0,normal
2024-01-04 17:40:00,motor_B,30.3,1.57,9.86,0.0,normal
2024-01-04 17:50:00,motor_B,29.45,1.65,9.91,0.0,normal
2024-01-04 18:00:00,motor_B,31.76,1.46,9.73,0.0,normal
2024-01-04 18:10:00,motor_B,33.46,1.62,9.84,0.0,normal
2024-01-04 18:20:00,motor_B,29.81,1.66,9.8,0.0,normal
2024-01-04 18:30:00,motor_B,26.22,1.67,9.72,0.0,normal
2024-01-04 18:40:00,motor_B,30.18,1.41,9.83,0.0,normal
2024-01-04 18:50:00,motor_B,32.83,1.52,9.84,0.0,normal
2024-01-04 19:00:00,motor_B,32.08,1.51,9.77,0.0,normal
2024-01-04 19:10:00,motor_B,31.86,1.61,9.86,0.0,normal
2024-01-04 19:20:00,motor_B,30.44,1.65,9.72,0.0,normal
2024-01-04 19:30:00,motor_B,28.44,1.75,9.73,0.0,normal
2024-01-04 19:40:00,motor_B,32.03,1.55,9.81,0.0,normal
2024-01-04 19:50:00,motor_B,29.33,1.55,9.8,0.0,normal
2024-01-04 20:00:00,motor_B,35.37,1.71,9.76,0.0,normal
2024-01-04 20:10:00,motor_B,32.14,1.63,9.84,0.0,normal
2024-01-04 20:20:00,motor_B,29.84,1.73,9.83,0.0,normal
2024-01-04 20:30:00,motor_B,29.78,1.63,9.84,0.0,normal
2024-01-04 20:40:00,motor_B,30.81,1.48,9.79,0.0,normal
2024-01-04 20:50:00,motor_B,30.52,1.47,9.83,0.0,normal
2024-01-04 21:00:00,motor_B,33.23,1.44,9.78,0.0,normal
2024-01-04 21:10:00,motor_B,31.37,1.67,9.9,0.0,normal
2024-01-04 21:20:00,motor_B,29.54,1.72,9.76,0.0,normal
2024-01-04 21:30:00,motor_B,34.78,1.78,9.91,0.0,normal
2024-01-04 21:40:00,motor_B,31.1,1.68,9.8,0.0,normal
2024-01-04 21:50:00,motor_B,32.54,1.72,9.73,0.0,normal
2024-01-04 22:00:00,motor_B,29.78,1.54,9.87,0.0,normal
2024-01-04 22:10:00,motor_B,31.73,1.48,9.81,0.0,normal
2024-01-04 22:20:00,motor_B,31.62,1.69,9.84,0.0,normal
2024-01-04 22:30:00,motor_B,27.22,1.64,9.86,0.0,normal
2024-01-04 22:40:00,motor_B,35.03,1.61,9.82,0.0,normal
2024-01-04 22:50:00,motor_B,33.58,1.64,9.77,0.0,normal
2024-01-04 23:00:00,motor_B,30.21,1.63,9.85,0.0,normal
2024-01-04 23:10:00,motor_B,28.8,1.73,9.8,0.0,normal
2024-01-04 23:20:00,motor_B,31.7,1.73,9.83,0.0,normal
2024-01-04 23:30:00,motor_B,31.17,1.65,9.69,0.0,normal
2024-01-04 23:40:00,motor_B,31.71,1.68,9.82,0.0,normal
2024-01-04 23:50:00,motor_B,31.38,1.65,9.77,0.0,normal
2024-01-05 00:00:00,motor_B,32.01,1.55,9.88,0.0,normal
2024-01-05 00:10:00,motor_B,33.89,1.68,9.83,0.0,normal
2024-01-05 00:20:00,motor_B,32.14,1.46,9.81,0.0,normal
2024-01-05 00:30:00,motor_B,28.9,1.71,9.83,0.0,normal
2024-01-05 00:40:00,motor_B,33.73,1.48,9.75,0.0,normal
2024-01-05 00:50:00,motor_B,34.28,1.63,9.88,0.0,normal
2024-01-05 01:00:00,motor_B,37.3,1.52,9.9,0.0,normal
2024-01-05 01:10:00,motor_B,28.75,1.66,9.82,0.0,normal
2024-01-05 01:20:00,motor_B,31.49,1.6,9.88,0.0,normal
2024-01-05 01:30:00,motor_B,26.84,1.44,9.77,0.0,normal
2024-01-05 01:40:00,motor_B,32.11,1.64,9.76,0.0,normal
2024-01-05 01:50:00,motor_B,29.9,1.54,9.8,0.0,normal
2024-01-05 02:00:00,motor_B,34.85,1.69,9.82,0.0,normal
2024-01-05 02:10:00,motor_B,29.45,1.6,9.78,0.0,normal
2024-01-05 02:20:00,motor_B,27.62,1.64,9.83,0.0,normal
2024-01-05 02:30:00,motor_B,30.06,1.5,9.82,0.0,normal
2024-01-05 02:40:00,motor_B,27.05,1.54,9.75,0.0,normal
2024-01-05 02:50:00,motor_B,32.5,1.55,9.83,0.0,normal
2024-01-05 03:00:00,motor_B,26.87,1.69,9.84,0.0,normal
2024-01-05 03:10:00,motor_B,31.06,1.77,9.81,0.0,normal
2024-01-05 03:20:00,motor_B,26.84,1.52,9.86,0.0,normal
2024-01-05 03:30:00,motor_B,30.36,1.71,9.74,0.0,normal
2024-01-05 03:40:00,motor_B,34.29,1.38,9.82,0.0,normal
2024-01-05 03:50:00,motor_B,31.72,1.48,9.74,0.0,normal
2024-01-05 04:00:00,motor_B,29.27,1.5,9.74,0.0,normal
2024-01-05 04:10:00,motor_B,30.94,1.46,9.77,0.0,normal
2024-01-05 04:20:00,motor_B,31.04,1.44,9.75,0.0,normal
2024-01-05 04:30:00,motor_B,31.95,1.64,9.77,0.0,normal
2024-01-05 04:40:00,motor_B,28.27,1.58,9.79,0.0,normal
2024-01-05 04:50:00,motor_B,32.19,1.64,9.84,0.0,normal
2024-01-05 05:00:00,motor_B,25.59,1.67,9.78,0.0,normal
2024-01-05 05:10:00,motor_B,29.74,1.63,9.72,0.0,normal
2024-01-05 05:20:00,motor_B,30.02,1.67,9.86,0.0,normal
2024-01-05 05:30:00,motor_B,32.27,1.59,9.76,0.0,normal
2024-01-05 05:40:00,motor_B,31.05,1.48,9.8,0.0,normal
2024-01-05 05:50:00,motor_B,28.19,1.71,9.82,0.0,normal
2024-01-05 06:00:00,motor_B,29.03,1.54,9.81,0.0,normal
2024-01-05 06:10:00,motor_B,31.4,1.51,9.85,0.0,normal
2024-01-05 06:20:00,motor_B,30.84,1.58,9.82,0.0,normal
2024-01-05 06:30:00,motor_B,29.84,1.51,9.76,0.0,normal
2024-01-05 06:40:00,motor_B,30.04,1.56,9.91,0.0,normal
2024-01-05 06:50:00,motor_B,32.39,1.63,9.81,0.0,normal
2024-01-05 07:00:00,motor_B,29.96,1.63,9.79,0.0,normal
2024-01-05 07:10:00,motor_B,30.82,1.51,9.85,0.0,normal
2024-01-05 07:20:00,motor_B,35.34,1.55,9.81,0.0,normal
2024-01-05 07:30:00,motor_B,28.15,1.71,9.82,0.0,normal
2024-01-05 07:40:00,motor_B,27.3,1.65,9.92,0.0,normal
2024-01-05 07:50:00,motor_B,32.57,1.81,9.79,0.0,normal
2024-01-05 08:00:00,motor_B,29.64,1.72,9.78,0.0,normal
2024-01-05 08:10:00,motor_B,30.36,1.71,9.81,0.0,normal
2024-01-05 08:20:00,motor_B,29.44,1.46,9.85,0.0,normal
2024-01-05 08:30:00,motor_B,30.48,1.68,9.72,0.0,normal
2024-01-05 08:40:00,motor_B,34.2,1.59,9.7,0.0,normal
2024-01-05 08:50:00,motor_B,32.6,1.54,9.77,0.0,normal
2024-01-05 09:00:00,motor_B,32.72,1.62,9.72,0.0,normal
2024-01-05 09:10:00,motor_B,28.17,1.69,9.78,0.0,normal
2024-01-05 09:20:00,motor_B,28.7,1.65,9.83,0.0,normal
2024-01-05 09:30:00,motor_B,25.32,1.51,9.76,0.0,normal
2024-01-05 09:40:00,motor_B,29.38,1.67,9.73,0.0,normal
2024-01-05 09:50:00,motor_B,32.91,1.54,9.8,0.0,normal
2024-01-05 10:00:00,motor_B,32.03,1.62,9.84,0.0,normal
2024-01-05 10:10:00,motor_B,30.56,1.57,9.72,0.0,normal
2024-01-05 10:20:00,motor_B,30.96,1.58,9.84,0.0,normal
2024-01-05 10:30:00,motor_B,29.62,1.68,9.84,0.0,normal
2024-01-05 10:40:00,motor_B,31.41,1.5,9.85,0.0,normal
2024-01-05 10:50:00,motor_B,32.53,1.79,9.86,0.0,normal
2024-01-05 11:00:00,motor_B,27.77,1.42,9.91,0.0,normal
2024-01-05 11:10:00,motor_B,31.6,1.54,9.78,0.0,normal
2024-01-05 11:20:00,motor_B,32.86,1.64,9.81,0.0,normal
2024-01-05 11:30:00,motor_B,30.17,1.66,9.78,0.0,normal
2024-01-05 11:40:00,motor_B,32.4,1.59,9.8,0.0,normal
2024-01-05 11:50:00,motor_B,36.63,1.59,9.88,0.0,normal
2024-01-05 12:00:00,motor_B,30.79,1.64,9.73,0.0,normal
2024-01-05 12:10:00,motor_B,31.79,1.58,9.76,0.0,normal
2024-01-05 12:20:00,motor_B,29.52,1.74,10.39,1.73,desbalanceamento
2024-01-05 12:30:00,motor_B,31.36,1.68,10.37,1.72,desbalanceamento
2024-01-05 12:40:00,motor_B,31.92,1.69,10.35,1.72,desbalanceamento
2024-01-05 12:50:00,motor_B,31.39,1.5,10.47,1.71,desbalanceamento
2024-01-05 13:00:00,motor_B,28.96,1.59,10.46,1.7,desbalanceamento
2024-01-05 13:10:00,motor_B,31.41,1.57,10.48,1.69,desbalanceamento
2024-01-05 13:20:00,motor_B,33.92,1.5,10.45,1.69,desbalanceamento
2024-01-05 13:30:00,motor_B,31.9,1.64,10.5,1.68,desbalanceamento
2024-01-05 13:40:00,motor_B,32.92,1.55,10.38,1.67,desbalanceamento
2024-01-05 13:50:00,motor_B,30.53,1.67,10.49,1.67,desbalanceamento
2024-01-05 14:00:00,motor_B,32.5,1.49,10.27,1.66,desbalanceamento
2024-01-05 14:10:00,motor_B,31.56,1.77,10.41,1.65,desbalanceamento
2024-01-05 14:20:00,motor_B,29.1,1.51,10.35,1.65,desbalanceamento
2024-01-05 14:30:00,motor_B,31.64,1.62,10.45,1.64,desbalanceamento
2024-01-05 14:40:00,motor_B,29.02,1.68,10.4,1.63,desbalanceamento
2024-01-05 14:50:00,motor_B,29.73,1.54,10.47,1.62,desbalanceamento
2024-01-05 15:00:00,motor_B,31.38,1.69,10.55,1.62,desbalanceamento
2024-01-05 15:10:00,motor_B,31.59,1.48,10.46,1.61,desbalanceamento
2024-01-05 15:20:00,motor_B,28.62,1.75,10.61,1.6,desbalanceamento
2024-01-05 15:30:00,motor_B,33.11,1.6,10.16,1.6,desbalanceamento
2024-01-05 15:40:00,motor_B,32.14,1.54,10.48,1.59,desbalanceamento
2024-01-05 15:50:00,motor_B,29.59,1.57,10.57,1.58,desbalanceamento
2024-01-05 16:00:00,motor_B,27.92,1.68,10.27,1.58,desbalanceamento
2024-01-05 16:10:00,motor_B,30.71,1.54,10.43,1.57,desbalanceamento
2024-01-05 16:20:00,motor_B,30.11,1.53,10.59,1.56,desbalanceamento
2024-01-05 16:30:00,motor_B,31.23,1.58,10.43,1.56,desbalanceamento
2024-01-05 16:40:00,motor_B,30.27,1.48,10.56,1.55,desbalanceamento
2024-01-05 16:50:00,motor_B,26.99,1.78,10.39,1.54,desbalanceamento
2024-01-05 17:00:00,motor_B,30.22,1.54,10.47,1.53,desbalanceamento
2024-01-05 17:10:00,motor_B,30.39,1.68,10.65,1.53,desbalanceamento
